id,name,host_id,host_name,boro,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,zipcode
123784,NYC Studio for Rent in Townhouse,617990,Christopher,Manhattan,Harlem,40.80481,-73.94794,Entire home/apt,110,2,142,2019-06-16,1.44,2,301,10027
125053,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,622460,Justin,Manhattan,East Village,40.72533,-73.99143,Entire home/apt,395,2,70,2019-07-01,0.73,1,170,10003
126443,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,627217,Seith,Manhattan,East Village,40.72939,-73.98857,Entire home/apt,189,2,403,2019-07-07,4.1,3,201,10003
126816,Gorgeous Upper West Side Apartment,620288,Eric,Manhattan,Upper West Side,40.79918,-73.96607,Private room,85,1,3,2014-11-06,0.03,1,0,10025
128975,City Room - Street View Apt,256161,Wayne,Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,122,1,116,2019-06-13,1.18,5,271,10027
132570,Spacious West Village 1 b/room King,651390,Catherine,Manhattan,West Village,40.73215,-74.00922,Entire home/apt,170,4,24,2017-12-26,0.25,1,0,10014
133025,Midtown cozy convenient,653405,Tracy,Manhattan,Murray Hill,40.7463,-73.97926,Private room,130,4,105,2019-06-06,1.07,1,193,10016
135706,The Ground Studio - West Side,665013,Jeff,Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,132,4,10,2017-01-01,0.1,1,0,10011
140973,"East Village, King-Sized, Charmer",686147,Dave,Manhattan,East Village,40.72274,-73.97581,Entire home/apt,185,2,69,2019-05-26,0.71,1,233,10009
141890,LUXURY SOHO 2 Bedroom Apt,689661,Allison,Manhattan,Nolita,40.72255,-73.99346,Entire home/apt,375,3,18,2013-10-01,0.21,1,0,10012
141984,Charming Nolita Apartment!!,630453,Vanessa,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,175,3,68,2019-06-10,0.69,1,277,10012
142069,"EAST VILLAGE STUDIO, sunny & quiet",277747,Josh,Manhattan,East Village,40.724850000000004,-73.97813,Entire home/apt,150,4,22,2014-11-10,0.23,1,0,10009
144087,LUXURY OF THE HORIZON,616825,Rinaldo,Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,17,2019-05-18,0.17,1,343,10026
144148,1 Bdrm in 4 Bdrm dupelx/roof deck,299755,Jonathan,Manhattan,East Village,40.72217,-73.98419,Private room,96,1,34,2016-01-05,0.58,1,0,10009
145994,Cozy 2 Bedroom with Private Garden,706418,Carolyn,Manhattan,Upper West Side,40.79264,-73.97294,Entire home/apt,95,5,2,2018-07-06,0.08,1,0,10025
147586,Beautiful Duplex w/Private Garden,709334,Julie,Manhattan,Harlem,40.80474,-73.94688,Entire home/apt,295,2,74,2019-06-16,0.76,2,264,10027
148201,NYC - Sunny Greenwich Village 1br,715807,John,Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,2013-05-31,0.19,1,0,10012
148825,Best City Area Columbia U Upper West Side C Park,718349,B.,Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,2,191,2019-06-29,2.18,1,236,10025
150804,Lower East Side 2 Bed Apt.,726333,Peter,Manhattan,Lower East Side,40.72008,-73.98404,Entire home/apt,250,4,19,2019-07-06,0.2,1,0,10002
152078,CHARMING PRIVATE BEDROOM EAST VILLAGE,731904,Ewelina,Manhattan,East Village,40.72674,-73.9782,Private room,95,7,25,2019-02-12,0.3,1,359,10009
152259,City Room - Semi Private Bedroom,256161,Wayne,Manhattan,Harlem,40.81156,-73.94571,Private room,55,3,119,2019-05-28,1.22,5,333,10027
152263,Cozy apartment in a brownstone,732535,William,Manhattan,Harlem,40.80497,-73.95016,Entire home/apt,300,2,203,2019-07-06,2.14,3,258,10026
153780,Private E. Village Townhouse Stay,739499,Donna,Manhattan,East Village,40.72587,-73.98438,Private room,175,3,175,2019-06-28,1.8,1,236,10009
154934,Harlem/Hamilton Heights Cozy Room,745069,Kimberly,Manhattan,Harlem,40.82426,-73.9463,Private room,75,3,38,2018-05-08,0.42,3,365,10031
159913,"Chelsea living, 2BR best location",759883,Kaye,Manhattan,Chelsea,40.74346,-73.99882,Private room,150,2,37,2019-07-03,1.79,1,0,10011
160609,LOCATION LOCATION LOCATION UWS 60's,769247,Ligia,Manhattan,Upper West Side,40.77724,-73.98109,Entire home/apt,200,3,10,2019-01-01,0.12,1,0,10023
160994,In the heart of East Village,770831,James,Manhattan,East Village,40.72972,-73.97995,Entire home/apt,200,2,103,2019-06-24,1.08,1,235,10009
161996,Manhattan Penthouse-Max.12 guests,1856604,"Robert ""Bob""",Manhattan,Harlem,40.83096,-73.94633,Entire home/apt,295,3,227,2019-06-26,2.33,1,247,10031
163809,Cool & Spacious Harlem Artist Flat,781647,Jorin,Manhattan,Harlem,40.80523,-73.95139,Entire home/apt,198,5,42,2019-06-03,0.44,2,234,10026
163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,627217,Seith,Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,280,2019-07-05,2.92,3,257,10003
164989,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",69439,Jade,Manhattan,SoHo,40.72351,-73.99683,Private room,140,2,54,2019-06-16,0.56,1,221,10012
165461,Couldn't Be Closer To Columbia Uni2,867225,Rahul,Manhattan,Morningside Heights,40.80525,-73.95916,Private room,75,5,57,2019-01-01,0.59,2,201,10026
166006,Nice Manhattan Apt Near Central Park and Subway,791287,Giancarlo,Manhattan,Upper West Side,40.80006,-73.96049,Entire home/apt,250,31,188,2018-08-23,1.94,1,259,10025
166541,Spacious Quiet rm - 20mins to Midtown,793620,Yvette,Manhattan,Washington Heights,40.84468,-73.94303,Private room,75,2,34,2019-06-15,0.35,1,222,10032
167013,Spacious modern studio apartment in Manhattan,306605,Daniel,Manhattan,Chelsea,40.74342,-73.99483,Entire home/apt,205,9,3,2018-05-13,0.04,2,76,10011
167482,Charming upper west side apartment,789257,Barbara,Manhattan,Upper West Side,40.77886,-73.98042,Entire home/apt,185,2,129,2019-06-07,1.33,1,14,10023
168084,Light-filled East Village Delight,800982,Chris,Manhattan,East Village,40.72578,-73.97879,Entire home/apt,190,3,147,2019-06-30,1.6,1,27,10009
168810,Lovely Vintage Haven—Heart of UWS,747698,Linda & Chris,Manhattan,Upper West Side,40.78569,-73.97581,Entire home/apt,175,65,11,2013-10-15,0.12,1,358,10024
169002,Modern Space in Charming Pre-war,805344,Alec,Manhattan,Harlem,40.82411,-73.94934,Private room,65,2,41,2019-06-16,0.43,2,59,10031
170420,The Happy home!,812814,Lena,Manhattan,East Harlem,40.7932,-73.94007,Entire home/apt,79,2,15,2016-02-15,0.16,1,0,10029
171776,Gorgeous 1 bdrm in huge duplex!,803086,Benton,Manhattan,Harlem,40.80224,-73.94558,Private room,170,2,17,2015-10-01,0.18,2,88,10026
172700,"Sunny, cozy room in Lower East Side",302772,Cheryl,Manhattan,Lower East Side,40.71473,-73.98842,Private room,115,3,3,2016-02-15,0.04,2,337,10002
172870,Large Quiet Bedroom Near Columbia U,781647,Jorin,Manhattan,Harlem,40.80518,-73.95359,Private room,89,5,43,2018-01-03,0.47,2,247,10026
173072,Cozy Pre-War Harlem Apartment,826192,Lewis,Manhattan,Harlem,40.80827,-73.95329,Shared room,49,3,168,2019-07-06,4.6,1,248,10027
173742,"Elegant 2-BR duplex, Union Square",829652,Donna,Manhattan,Gramercy,40.73476,-73.98452,Entire home/apt,400,2,105,2019-06-23,1.13,1,304,10003
174966,Luxury 2Bed/2.5Bath Central Park View,836168,Henry,Manhattan,Upper West Side,40.7735,-73.98697,Entire home/apt,2000,30,30,2018-05-05,0.33,11,0,10023
176653,East Village bedroom w rooftop,844862,Cj,Manhattan,East Village,40.72974,-73.98201,Private room,100,4,49,2019-05-07,0.51,2,43,10009
177495,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",848960,Amit,Manhattan,Chelsea,40.73939,-73.99612,Entire home/apt,429,10,18,2019-06-24,0.9,1,0,10011
177606,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,849492,Kathrine,Manhattan,Kips Bay,40.74112,-73.97686,Entire home/apt,189,6,90,2019-06-23,0.95,1,303,10016
179670,High-end doorman bldg in the LES,21475,Milan,Manhattan,Lower East Side,40.72019,-73.98217,Private room,120,2,99,2019-06-27,1.04,1,345,10002
179741,Spring & Mulberry 2 Bedroom Apartment,314941,Tony,Manhattan,Nolita,40.72133,-73.99666,Entire home/apt,300,1,6,2019-06-28,0.06,3,115,10012
181972,Gorgeous Entire Manhattan Townhouse,872121,Rosario,Manhattan,Harlem,40.8296,-73.94651,Entire home/apt,199,2,111,2019-06-02,1.17,1,12,10031
182069,Cozy studio Apartment in Upper East,39260,Mat,Manhattan,East Harlem,40.79056,-73.9468,Entire home/apt,120,2,86,2019-06-20,0.91,1,268,10029
182095,Historic classic central cozy Village clean NYU,872805,Mike,Manhattan,West Village,40.73631,-73.99977,Entire home/apt,199,15,66,2019-04-29,0.69,2,89,10011
187488,WEST VILLAGE LRG CLEAN SUNNY PRIVATE BDRM,871727,Village,Manhattan,West Village,40.73712,-74.00166,Private room,100,30,5,2018-12-03,0.07,1,359,10014
187986,Comfort at Crossroads of Downtown,904833,Daniel,Manhattan,Chelsea,40.73862,-73.99758,Entire home/apt,250,1,2,2015-08-28,0.02,1,0,10011
188674,UNION SQUARE/ E. VILL 1BR BEAUTIFUL,909234,Leslie,Manhattan,East Village,40.732170000000004,-73.98801,Entire home/apt,165,1,63,2018-01-12,0.68,1,0,10003
189135,Hell's Kitchen Funky 80's Hideaway!,179020,Michael,Manhattan,Hell's Kitchen,40.76311,-73.99388,Private room,99,1,89,2019-07-01,1,1,353,10036
189181,Room in Chic Modern High Line Luxury- New!,912541,David,Manhattan,Chelsea,40.74695,-74.00454,Private room,255,4,1,2014-04-20,0.02,1,365,10011
190267,Large Luxury Upper East Side Studio,918866,Marina,Manhattan,Upper East Side,40.76684,-73.95944,Entire home/apt,169,7,39,2019-07-07,0.41,1,44,10021
191075,Sun-drenched East Village Penthouse,923915,Matthew,Manhattan,East Village,40.72566,-73.97748,Private room,110,3,81,2019-03-28,0.85,2,274,10009
193105,Columbus Circle Luxury Bldg - Private Room&Bath,936114,Marcela,Manhattan,Hell's Kitchen,40.7709,-73.99181,Private room,150,28,43,2019-06-29,0.45,2,258,10019
193853,Quiet Chelsea Studio w/Charm,48599,Anastasia,Manhattan,Chelsea,40.74033,-74.00024,Entire home/apt,149,6,23,2018-05-21,0.27,2,0,10011
194154,Large Room Overlooking Central Park,936830,Elina,Manhattan,Upper West Side,40.7969,-73.96128,Private room,89,6,35,2017-06-18,0.37,1,180,10025
195123,"Cheerful, comfortable room",940724,Susan,Manhattan,Washington Heights,40.83403,-73.94553,Private room,50,1,225,2019-06-12,2.35,1,343,10032
197155,Quiet Jr Alcove Near Times Square!,960836,Vlad,Manhattan,Hell's Kitchen,40.76415,-73.99067,Entire home/apt,149,1,122,2019-06-23,1.29,1,20,10019
197753,Large room in elevator drman bldg,964482,Colin,Manhattan,Harlem,40.83127,-73.94718,Private room,68,2,295,2019-06-12,3.9,2,188,10031
199195,Modern Bedroom in Hamilton Heights,971075,Jabari,Manhattan,Harlem,40.82922,-73.94174,Private room,75,3,50,2019-03-30,0.65,2,38,10031
200955,STYLISH EAST VILLAGE FLAT,568325,Simone,Manhattan,East Village,40.73089,-73.98195,Entire home/apt,160,30,25,2018-04-30,0.26,1,46,10009
203901,Beautiful UES apartment,1000477,Elizabeth,Manhattan,Upper East Side,40.7694,-73.9572,Entire home/apt,190,1,8,2016-09-18,0.08,1,0,10021
204959,Comfortable. Spacious. Private Room.,464506,Ange,Manhattan,Chinatown,40.713,-73.99752,Private room,95,3,172,2019-07-02,1.84,2,64,10038
205043,Modern Condo in Midtown,1007558,Welcome To My Place,Manhattan,Theater District,40.75895,-73.9883,Private room,150,1,330,2019-06-20,7.14,1,111,10036
211974,East Village House -- Unique!,272730,Goldi,Manhattan,East Village,40.72956,-73.97903,Entire home/apt,250,1,60,2019-07-01,0.65,1,0,10009
212109,2-bedroom share in heart of Greenwich Village!,666271,Susan,Manhattan,West Village,40.73854,-74.00821,Private room,80,90,9,2019-06-30,0.2,1,338,10014
212178,1 Bedroom Pre War apt,1094178,Jeremy,Manhattan,Theater District,40.75877,-73.98863,Entire home/apt,230,2,179,2019-06-19,1.88,1,44,10036
213330,RARE Penthouse Oasis featured on DesignSponge,800223,Nader,Manhattan,Lower East Side,40.71712,-73.98898,Private room,200,30,25,2018-08-29,0.49,1,0,10002
215907,"2 Bed, 2 Bath Apartment on Central Park West",1114587,Keenan & Emily,Manhattan,Upper West Side,40.79816,-73.9619,Entire home/apt,300,2,45,2019-04-22,0.47,3,31,10025
218358,Your Haven in the Upper West Side,1129218,Orlando,Manhattan,Harlem,40.8078,-73.95208,Private room,80,7,19,2019-06-03,0.35,1,285,10027
219793,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,1138692,Keera (Jena),Manhattan,Lower East Side,40.71813,-73.98416,Entire home/apt,199,1,29,2015-06-03,0.31,2,162,10002
219818,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,1138692,Keera (Jena),Manhattan,Lower East Side,40.71892,-73.98401,Entire home/apt,199,1,14,2015-07-20,0.15,2,158,10002
219922,"Lovely Bdr in Harlem, Manhattan",1139574,Carmel,Manhattan,Harlem,40.816,-73.95545,Private room,100,1,33,2019-05-25,0.38,1,84,10027
220351,THE BEST DEAL ON THE HUDSON RIVER!!,921500,Boubacar And Pattee,Manhattan,Harlem,40.82748,-73.95153,Private room,55,4,99,2019-02-28,1.04,1,260,10031
220946,Newly Reno’d Chic Quiet Exec 1BR,1144415,Lisa,Manhattan,East Village,40.72229,-73.97901,Entire home/apt,146,3,142,2019-06-16,1.5,1,166,10009
221618,Gorgeous PermaGO Private Room in FiDi - 1/2,4887492,Gershwyn,Manhattan,Tribeca,40.71193,-74.00817,Private room,150,3,82,2019-05-21,0.87,2,90,10007
222304,BEST DEAL IN CHELSEA 1 bdrm NYC,1153993,Anton,Manhattan,Chelsea,40.74233,-73.99865,Entire home/apt,199,4,32,2019-05-08,0.34,1,28,10011
224004,Artsy Loft-like Harlem Apartment,1165231,Deirdre,Manhattan,Harlem,40.80486,-73.95298,Private room,69,1,59,2018-10-26,0.63,2,86,10026
224006,Harlem/Manhattan Classic Apartment,1165231,Deirdre,Manhattan,Harlem,40.80307,-73.95048,Private room,300,55,6,2015-01-02,0.08,2,83,10026
225297,Quiet sunny studio Midtown,1173599,Gaya,Manhattan,Midtown,40.74267,-73.98569,Entire home/apt,125,4,3,2018-12-26,0.03,1,0,10010
227735,Alpha-Bet City entire floor large cool 2br -L.E.S,1187935,Daniel,Manhattan,East Village,40.72416,-73.9853,Entire home/apt,288,2,120,2019-06-24,1.27,1,229,10009
228496,"Spacious, Kid-Friendly 2 BR in West Village",1192424,Gordon,Manhattan,West Village,40.73507,-74.00048,Entire home/apt,225,3,13,2019-05-26,0.15,1,83,10014
228517,Great Bedroom in Downtown Manhattan,1192610,Raven,Manhattan,Chinatown,40.71611,-73.99828,Private room,110,30,59,2019-06-24,0.64,1,281,10013
228979,1BDR - Hell's Kitchen Hideaway,1190088,Tim,Manhattan,Hell's Kitchen,40.76189,-73.99,Private room,130,2,52,2018-08-14,0.55,1,303,10036
229367,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,1097545,Carol,Manhattan,East Village,40.72645,-73.98035,Private room,89,1,278,2019-07-03,2.95,3,192,10009
230877,Monthly Apartment Rental,292204,Blanca,Manhattan,East Harlem,40.79239,-73.94535,Entire home/apt,135,28,115,2019-06-30,1.21,2,341,10029
230956,Wonderfully inviting East Village,1207399,Mark,Manhattan,East Village,40.72709,-73.98274,Private room,90,1,109,2015-10-02,1.15,1,333,10009
231414,TURQUOISE: One-Bedroom Apt. in Soho,1184442,Roberto,Manhattan,SoHo,40.72599,-74.00168,Private room,270,5,1,2013-07-09,0.01,1,210,10012
232618,"Spacious, well furnished, high fl. beautiful views",763420,Selma,Manhattan,East Harlem,40.79442,-73.93433,Entire home/apt,145,1,102,2019-06-18,1.52,1,308,10029
233189,NYC Studio in Heart of Times Square,1220414,Michael,Manhattan,Hell's Kitchen,40.76166,-73.99675,Entire home/apt,179,30,83,2019-05-31,0.88,1,292,10036
233662,Large Sunny Luxe Prvt Room/Midtown,1223568,Tiffany,Manhattan,Midtown,40.75575,-73.96842,Private room,110,2,61,2019-05-18,0.65,1,264,10022
234184,Spacious Stunning Harlem Townhouse,902054,William,Manhattan,Harlem,40.80903,-73.94197,Entire home/apt,325,5,89,2019-06-30,0.94,1,153,10027
235651,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,83257,Olan,Manhattan,West Village,40.74,-74.00381,Private room,130,30,80,2019-04-26,0.86,2,332,10014
235951,Stylish Studio with exclusive Terrace,1236070,Dan,Manhattan,Midtown,40.75348,-73.97065,Entire home/apt,190,30,136,2019-06-19,1.45,1,120,10017
235960,"LES private apt, 1 bedroom & more",1236817,Blue,Manhattan,Lower East Side,40.72066,-73.98506,Entire home/apt,200,3,100,2018-05-28,1.06,1,191,10002
237127,LOCATION LOCATION LOCATION Liz's,1146958,Liz,Manhattan,Kips Bay,40.73833,-73.98186,Entire home/apt,195,30,139,2019-04-28,1.59,4,325,10010
239055,Nolita Penthouse_Private Deck_Elev_,65064,Ashley & Nir,Manhattan,Chinatown,40.71892,-73.99628,Entire home/apt,300,7,2,2014-10-06,0.03,1,0,10013
239766,Lower East Side/Chinatown 1 Bedroom,1257309,Austin,Manhattan,Lower East Side,40.71693,-73.98948,Entire home/apt,100,5,8,2018-05-18,0.11,1,0,10002
241862,Great Studio in W. Village - NYC!,1269455,Mike,Manhattan,West Village,40.72969,-74.00635,Entire home/apt,200,2,37,2019-01-02,0.39,1,257,10014
245504,One Fabulous Private Room,714200,Baron,Manhattan,Inwood,40.85888,-73.92886,Private room,71,4,229,2019-06-21,2.45,1,26,10040
245607,big 1 bedroom apt very central,825022,Jaidev,Manhattan,Chelsea,40.75127,-73.99637,Entire home/apt,226,5,34,2019-07-01,0.39,1,302,10001
246351,"Sweet Apt, Steps From Gramercy Park",1292250,Jerry,Manhattan,Gramercy,40.73834,-73.9823,Entire home/apt,135,1,5,2015-08-17,0.06,1,0,10010
246938,Scandinavian-apt for up to 5. LES,936630,Jens,Manhattan,Lower East Side,40.71876,-73.98851,Entire home/apt,154,1,238,2019-06-23,2.59,1,246,10002
248871,4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE,605463,West Village,Manhattan,West Village,40.73066,-74.00287,Entire home/apt,700,3,131,2019-06-24,1.4,4,296,10014
249414,Large & bright 900ft² 1br in WV,1306587,Andy,Manhattan,West Village,40.73291,-74.00059,Entire home/apt,246,4,6,2017-06-28,0.16,1,0,10014
249618,At a very nice area in the WestSide,1307773,Karina,Manhattan,Washington Heights,40.85099,-73.92822,Private room,125,60,4,2015-07-03,0.06,1,364,10033
250323,SPACIOUS PRIVATE LITTLE ITALY FLAT,1311870,Christy,Manhattan,Chinatown,40.71582,-73.99902,Entire home/apt,119,1,49,2014-12-03,0.58,1,0,10013
250536,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81068,-73.94288,Private room,125,1,11,2017-09-25,0.12,2,365,10027
250801,Heart & Soul of Greenwich Village,1314834,Rhona,Manhattan,Greenwich Village,40.73129,-73.99944,Entire home/apt,850,3,107,2019-05-23,1.15,1,249,10011
251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,Carol,Manhattan,Upper West Side,40.78558,-73.9726,Private room,140,1,176,2019-06-29,1.89,1,300,10024
252076,+Highly Satisfactory LES dwelling++,297769,Tunji,Manhattan,Chinatown,40.7146,-73.991,Private room,115,4,151,2019-06-16,1.63,2,323,10002
252607,Whole apartment / 2 bedroom in NYC,1325961,Chris,Manhattan,East Harlem,40.79493,-73.94462,Entire home/apt,200,3,49,2018-08-09,0.53,2,0,10029
253590,Large 1 Bedroom furnished on UWS,1331850,G,Manhattan,Upper West Side,40.79771,-73.96323,Entire home/apt,185,2,16,2019-06-28,0.23,1,261,10025
253623,Chez Carine - Privacy in Manhattan,1332108,Cici,Manhattan,Harlem,40.81512,-73.94692,Private room,81,2,72,2018-11-26,0.77,1,0,10030
255957,NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,506779,Claudia,Manhattan,Nolita,40.72004,-73.99424,Entire home/apt,495,7,25,2019-06-30,0.27,2,338,10012
256328,Luxury Chelsea Townhouse at the High Line,1347034,Janine,Manhattan,Chelsea,40.74599,-74.00253,Entire home/apt,760,2,7,2019-06-22,0.08,1,361,10011
258688,Spacious & Stylish Chelsea One Bedroom Apartment,436599,Chad,Manhattan,West Village,40.74031,-74.00532,Entire home/apt,325,4,46,2019-06-02,0.5,1,20,10014
258690,CHELSEA 1 Bdrm Plus Sleeping Loft!!,1359611,Andrea,Manhattan,Chelsea,40.74618,-74.00392,Entire home/apt,195,365,10,2014-10-26,0.12,1,0,10011
258740,Spacious room in beautiful apt!,1360043,Adrienne,Manhattan,Harlem,40.81872,-73.94567,Private room,58,1,143,2018-06-30,2.83,1,0,10030
260765,NewYork Modern Pre-War LoftStudio,480943,Ro,Manhattan,Upper East Side,40.76928,-73.95021,Entire home/apt,189,2,314,2019-07-01,3.45,2,206,10075
261259,Apartment in Best location in NYC,1370358,Keiko,Manhattan,West Village,40.72953,-74.00462,Entire home/apt,145,7,11,2015-05-27,0.12,1,0,10014
261674,Chelsea/West Village - 2bdrm apt,1372786,Lindsey,Manhattan,Chelsea,40.74025,-74.00161,Private room,95,5,20,2017-04-01,0.33,1,0,10011
261781,1500+ sq ft 2BR West Village Loft,1359519,Nadya,Manhattan,West Village,40.73378,-74.00429,Entire home/apt,375,7,8,2017-12-30,0.12,1,0,10014
262343,Cozy & Clean Lower East Side Apt.,1376385,Lauren,Manhattan,Lower East Side,40.72087,-73.99022,Entire home/apt,153,31,59,2019-06-06,0.63,1,27,10002
262478,Chic + Stylish room in heart of LowerEastSide NYC!,535128,Juliana,Manhattan,Lower East Side,40.7193,-73.98966,Private room,80,5,10,2018-12-31,0.46,1,348,10002
262583,Landmark 2 Bedroom West Village NYC,605463,West Village,Manhattan,West Village,40.73312,-74.0042,Entire home/apt,300,4,153,2019-06-25,1.66,4,246,10014
263190,Room in East Village with Private Entrance,1020539,Dominique,Manhattan,East Village,40.72534,-73.98591,Private room,88,2,69,2019-01-01,0.91,2,0,10009
263232,Cozy&Clean in a great neighborhood,1381171,Nicole,Manhattan,Harlem,40.82151,-73.94516,Entire home/apt,155,1,1,2019-01-27,0.18,1,5,10030
263888,Contemporary & Classic Sanctuary on the Hudson,1384559,C,Manhattan,Upper West Side,40.79433,-73.9765,Entire home/apt,225,2,129,2019-04-28,1.41,1,107,10024
264323,Comfortable Manhattanville,305972,Allan,Manhattan,Morningside Heights,40.81055,-73.95549,Private room,85,7,171,2019-03-31,1.84,2,144,10027
265145,Studio sublet in Hell's kitchen,1390947,Akiko,Manhattan,Theater District,40.76217,-73.98411,Entire home/apt,200,5,8,2015-01-08,0.09,1,0,10019
265506,Luxury NYC 2 Bedroom with Terrace,1392440,Sandra,Manhattan,Upper East Side,40.76128,-73.96463,Entire home/apt,485,7,11,2015-11-01,0.12,1,0,10022
265831,Bright unique designer loft in Soho,1394190,Jen,Manhattan,Nolita,40.72313,-73.99438,Entire home/apt,310,5,5,2018-07-05,0.09,1,89,10012
266146,Beautiful studio by Central Park,1385157,Brian,Manhattan,Upper West Side,40.78448,-73.97289,Entire home/apt,109,30,36,2019-03-19,0.39,5,286,10024
266155,One bed suite with private garden,1385157,Brian,Manhattan,Upper West Side,40.78304,-73.97447,Entire home/apt,167,30,16,2019-03-31,0.17,5,252,10024
266449,2 Bedroom Gem - Prime LES Location,1397115,Drew,Manhattan,Lower East Side,40.71992,-73.98773,Entire home/apt,195,4,68,2019-06-03,0.77,1,271,10002
266756,REAL 2BR-HEART OF SOHO-LITTLE ITALY,1398809,Roberto  Mike,Manhattan,Little Italy,40.71905,-73.99677,Entire home/apt,199,28,89,2018-06-30,0.99,1,0,10013
267376,BIG ROOM / DOWNTOWN  LOFT /,638721,Fred,Manhattan,Financial District,40.70741,-74.00102,Private room,65,30,10,2019-06-24,1.02,1,0,10038
267708,"Charming Hotel Alternative
Mount Sinai",661399,Vivianne,Manhattan,East Harlem,40.79111,-73.94466,Private room,99,3,25,2019-06-15,0.96,2,127,10029
268392,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,1406773,Eyal And Amy,Manhattan,Harlem,40.79951,-73.95257,Entire home/apt,130,2,35,2019-05-27,0.42,1,41,10026
268868,Hudson Yards with views of The Highline Park,1408733,Sergio,Manhattan,Chelsea,40.75114,-74.00195,Entire home/apt,350,3,64,2019-06-02,0.7,1,18,10001
270345,SUPER CUTE EAST VILLAGE APARTMENT,1415590,Cameron,Manhattan,East Village,40.72454,-73.99151,Entire home/apt,250,3,24,2019-06-27,0.26,1,16,10003
271694,"Easy, comfortable studio in Midtown",1387370,James,Manhattan,Midtown,40.75282,-73.97315,Entire home/apt,125,365,19,2015-09-08,0.21,1,365,10017
271950,Huge luxury 1BR apt near Central Park South(4 ppl),1362808,Max,Manhattan,Upper East Side,40.76373,-73.96897,Entire home/apt,300,3,5,2018-12-31,0.08,1,27,10065
271954,Beautiful brownstone apartment,1423798,Aj,Manhattan,Greenwich Village,40.73388,-73.99452,Entire home/apt,150,2,203,2019-06-20,2.22,1,300,10003
272026,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,1423613,Arthur,Manhattan,Washington Heights,40.85774,-73.92901,Entire home/apt,56,122,20,2018-01-02,0.41,1,216,10040
272044,Luxury Designer Downtown Apartment,1195295,M,Manhattan,East Village,40.72257,-73.98465,Entire home/apt,299,3,49,2018-10-27,0.53,1,365,10009
273190,6 Bedroom Landmark West Village Townhouse,605463,West Village,Manhattan,West Village,40.73301,-74.00268,Entire home/apt,1300,5,28,2018-09-25,0.31,4,297,10014
274062,Beautiful Room Near Central Park!,1433395,Stacia,Manhattan,Harlem,40.80285,-73.95166,Private room,99,2,54,2019-06-24,0.88,1,50,10026
274743,Charming furnished Studio-Loft,1436404,Catherine,Manhattan,Upper East Side,40.77368,-73.95198,Entire home/apt,110,15,1,2014-08-31,0.02,1,275,10075
276482,Comfortable Manhattanville.,305972,Allan,Manhattan,Harlem,40.81371,-73.95585,Private room,85,6,130,2019-06-02,1.42,2,97,10027
277370,Location wins for East Village Apt,1448432,Jim,Manhattan,East Village,40.73168,-73.98662,Entire home/apt,139,30,52,2019-05-13,0.6,1,314,10003
278090,Furnished room for rent - Manhattan,1451723,Bia,Manhattan,East Harlem,40.7928,-73.93967,Private room,50,3,208,2019-06-11,2.32,1,339,10029
278631,West Village NYC Sun-filled Studio!,1132207,Cathryne,Manhattan,West Village,40.73729,-74.00807,Entire home/apt,250,30,7,2013-04-21,0.08,1,35,10014
279093,Huge Apartment!  Amazing View!,1455825,Erica,Manhattan,Harlem,40.82977,-73.94071,Entire home/apt,300,3,2,2018-04-10,0.06,1,365,10032
281521,Amazing West Village 2br,70614,Vimal,Manhattan,West Village,40.73879,-74.00425,Entire home/apt,200,27,1,2012-10-02,0.01,1,0,10014
281851,Beautiful Private Bedroom - Downstairs,1469036,Tw,Manhattan,Harlem,40.80671,-73.95082,Private room,130,1,107,2019-06-25,2.38,1,304,10027
282443,QT STUDIO FOR ROMANTIC COUPLES,36897,Lydia,Manhattan,Chinatown,40.71601,-73.99123,Entire home/apt,90,3,107,2019-05-18,1.17,1,0,10002
